Kind;Name;AvgCyclomatic;CountClassCoupled;CountLineCode;Cyclomatic;MaxCyclomatic;SumCyclomatic;MaxInheritanceTree;PercentLackOfCohesion
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrNotLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductAttrNotLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandNotLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductBrandNotLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductCountNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductIdNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameNotLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductNameNotLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicNotLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPicNotLike;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceNotEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductPriceNotIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceGreaterThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceGreaterThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceIn;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceIsNotNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceIsNull;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceLessThan;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceLessThanOrEqualTo;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceNotBetween;;;4;1;;1;;
Public Method;com.mtcarpenter.mall.model.OmsOrderReturnApplyExample.GeneratedCriteria.andProductRealPriceNotBetween;;;4;1;;1;;
